   1.00000007E-02   1.00540328       1.00000000       1.00000000    
   2.00000014E-02   1.01077950       1.00000000       1.00000000    
   3.00000012E-02   1.01613343       1.00000000       1.00000000    
   4.00000028E-02   1.02148449       1.00000000       1.00000000    
   5.00000045E-02   1.02680492       1.00000000       1.00000000    
   6.00000061E-02   1.03211045       1.00000000       1.00000000    
   7.00000077E-02   1.03740060       1.00000000       1.00000000    
   8.00000057E-02   1.04266214       1.00000000       1.00000000    
   9.00000036E-02   1.04790890       1.00000000       1.00000000    
  0.100000001       1.05313921       1.00000000       1.00000000    
  0.109999999       1.05834126       1.00000000       1.00000000    
  0.119999997       1.06351984       1.00000000       1.00000000    
  0.129999995       1.06868041       1.00000000       1.00000000    
  0.140000001       1.07380867       1.00000000       1.00000000    
  0.150000006       1.07891536       1.00000000       1.00000000    
  0.160000011       1.08400011       1.00000000       1.00000000    
  0.170000017       1.08905971       1.00000000       1.00000000    
  0.180000022       1.09409881       1.00000000       1.00000000    
  0.190000027       1.09911108       1.00000000       1.00000000    
  0.200000033       1.10409677       1.00000000       1.00000000    
  0.210000038       1.10905731       1.00000000       1.00000000    
  0.220000044       1.11398792       1.00000000       1.00000000    
  0.230000049       1.11889088       1.00000000       1.00000000    
  0.240000054       1.12376809       1.00000000       1.00000000    
  0.250000060       1.12861359       1.00000000       1.00000000    
  0.260000050       1.13343191       1.00000000       1.00000000    
  0.270000041       1.13822007       1.00000000       1.00000000    
  0.280000031       1.14297795       1.00000000       1.00000000    
  0.290000021       1.14770353       1.00000000       1.00000000    
  0.300000012       1.15240204       1.00000000       1.00000000    
  0.310000002       1.15707076       1.00000000       1.00000000    
  0.319999993       1.16171193       1.00000000       1.00000000    
  0.329999983       1.16631961       1.00000000       1.00000000    
  0.339999974       1.17089260       1.00000000       1.00000000    
  0.349999964       1.17543697       1.00000000       1.00000000    
  0.359999955       1.17995024       1.00000000       1.00000000    
  0.369999945       1.18443215       1.00000000       1.00000000    
  0.379999936       1.18888223       1.00000000       1.00000000    
  0.389999926       1.19330204       1.00000000       1.00000000    
  0.399999917       1.19768667       1.00000000       1.00000000    
  0.409999907       1.20203590       1.00000000       1.00000000    
  0.419999897       1.20635498       1.00000000       1.00000000    
  0.429999888       1.21064401       1.00000000       1.00000000    
  0.439999878       1.21489727       1.00000000       1.00000000    
  0.449999869       1.21911895       1.00000000       1.00000000    
  0.459999859       1.22330821       1.00000000       1.00000000    
  0.469999850       1.22746050       1.00000000       1.00000000    
  0.479999840       1.23157585       1.00000000       1.00000000    
  0.489999831       1.23565769       1.00000000       1.00000000    
  0.499999821       1.23971117       1.00000000       1.00000000    
  0.509999812       1.24372542       1.00000000       1.00000000    
  0.519999802       1.24770737       1.00000000       1.00000000    
  0.529999793       1.25165725       1.00000000       1.00000000    
  0.539999783       1.25557578       1.00000000       1.00000000    
  0.549999774       1.25945282       1.00000000       1.00000000    
  0.559999764       1.26329505       1.00000000       1.00000000    
  0.569999754       1.26710260       1.00000000       1.00000000    
  0.579999745       1.27088225       1.00000000       1.00000000    
  0.589999735       1.27462268       1.00000000       1.00000000    
  0.599999726       1.27833116       1.00000000       1.00000000    
  0.609999716       1.28200555       1.00000000       1.00000000    
  0.619999707       1.28564107       1.00000000       1.00000000    
  0.629999697       1.28924477       1.00000000       1.00000000    
  0.639999688       1.29281294       1.00000000       1.00000000    
  0.649999678       1.29634714       1.00000000       1.00000000    
  0.659999669       1.29984486       1.00000000       1.00000000    
  0.669999659       1.30331087       1.00000000       1.00000000    
  0.679999650       1.30674171       1.00000000       1.00000000    
  0.689999640       1.31013691       1.00000000       1.00000000    
  0.699999630       1.31349766       1.00000000       1.00000000    
